,stock-price,td-change,stock-code,stock-code-prefix,stock-name,main-fund,super-fund,super-percent,big-fund,big-percent,mid-fund,mid-percent,small-fund,small-percent,unknow-code1,main_percent,f204,f205,f206
31,9.26,1.09,000666,0,经纬纺机,1095471.0,28857.0,0.08,1066614.0,2.96,1192089.0,3.31,-2287560.0,-6.35,1592551863,3.04,-,-,-
32,45.94,1.3,603816,1,顾家家居,1094950.0,2415276.0,2.09,-1320326.0,-1.14,-6701075.0,-5.79,5606124.0,4.84,1592552389,0.95,-,-,-
33,15.65,4.54,300561,0,汇金科技,1092484.0,1698397.0,1.11,-605913.0,-0.4,-2251580.0,-1.47,1159096.0,0.76,1592551863,0.71,-,-,-
34,10.47,-0.66,600081,1,东风科技,1084448.0,-3153.0,-0.01,1087601.0,3.56,-945540.0,-3.09,-138907.0,-0.45,1592552401,3.55,-,-,-
35,5.58,0.36,601002,1,晋亿实业,1084434.0,0.0,0.0,1084434.0,4.16,-326449.0,-1.25,-757985.0,-2.91,1592552385,4.16,-,-,-
36,4.06,0.5,300344,0,太空智造,1084299.0,0.0,0.0,1084299.0,6.72,130633.0,0.81,-1214931.0,-7.53,1592551863,6.72,-,-,-
37,5.93,1.19,002200,0,ST云投,1081851.0,137576.0,2.32,944275.0,15.96,-560289.0,-9.47,-521562.0,-8.81,1592551863,18.28,-,-,-
38,5.54,0.18,300107,0,建新股份,1081591.0,0.0,0.0,1081591.0,6.73,-895405.0,-5.58,-186187.0,-1.16,1592551863,6.73,-,-,-
39,2.97,0.0,601619,1,嘉泽新能,1071568.0,1169496.0,5.86,-97928.0,-0.49,-1851989.0,-9.29,780421.0,3.91,1592552400,5.37,-,-,-
40,8.46,0.0,603558,1,健盛集团,1068010.0,-520367.0,-1.87,1588377.0,5.71,-1116430.0,-4.01,48420.0,0.17,1592552381,3.84,-,-,-
41,5.43,0.0,000678,0,襄阳轴承,1067887.0,0.0,0.0,1067887.0,8.7,-2080794.0,-16.95,1012908.0,8.25,1592551863,8.7,-,-,-
42,8.82,0.8,002182,0,云海金属,1066309.0,3199931.0,3.2,-2133622.0,-2.14,-857228.0,-0.86,-209079.0,-0.21,1592551863,1.07,-,-,-
43,35.22,1.21,300696,0,爱乐达,1066062.0,-3373433.0,-4.35,4439495.0,5.72,-211383.0,-0.27,-854678.0,-1.1,1592551863,1.37,-,-,-
44,28.61,0.07,002831,0,裕同科技,1064099.0,-600948.0,-0.57,1665047.0,1.59,-813266.0,-0.78,-250833.0,-0.24,1592551863,1.02,-,-,-
45,17.03,1.98,002213,0,特 尔 佳,1064091.0,1978726.0,4.5,-914635.0,-2.08,-813763.0,-1.85,-250328.0,-0.57,1592551863,2.42,-,-,-
46,2.14,-0.93,601991,1,大唐发电,1061579.0,1216900.0,4.46,-155321.0,-0.57,-682967.0,-2.51,-378612.0,-1.39,1592552403,3.89,-,-,-
47,38.52,-1.46,300826,0,测绘股份,1057680.0,84985.0,0.19,972695.0,2.13,-4464606.0,-9.79,3406925.0,7.47,1592551863,2.32,-,-,-
48,7.17,0.28,603980,1,吉华集团,1055597.0,0.0,0.0,1055597.0,6.86,775723.0,5.04,-1831320.0,-11.91,1592552382,6.86,-,-,-
49,4.74,1.5,000430,0,张家界,1045102.0,0.0,0.0,1045102.0,7.39,-567853.0,-4.01,-477248.0,-3.37,1592551863,7.39,-,-,-
0,6.8,0.29,002054,0,德美化工,1023781.0,0.0,0.0,1023781.0,3.13,-2072730.0,-6.34,1048948.0,3.21,1592551863,3.13,-,-,-
1,4.95,0.81,600525,1,长园集团,1023224.0,1494211.0,4.45,-470987.0,-1.4,-1935571.0,-5.76,912348.0,2.72,1592552387,3.05,-,-,-
2,17.92,0.0,300520,0,科大国创,1023193.0,-48252.0,-0.08,1071445.0,1.77,-692256.0,-1.14,-330938.0,-0.55,1592551863,1.69,-,-,-
3,4.98,0.2,002360,0,同德化工,1020815.0,0.0,0.0,1020815.0,15.89,-440238.0,-6.85,-580577.0,-9.04,1592551863,15.89,-,-,-
4,6.27,2.45,300534,0,陇神戎发,1015255.0,1008840.0,2.08,6415.0,0.01,91616.0,0.19,-1106871.0,-2.28,1592551863,2.09,-,-,-
5,31.37,0.22,603610,1,麒盛科技,1012614.0,-85043.0,-0.11,1097657.0,1.4,-1921652.0,-2.45,909038.0,1.16,1592552392,1.29,-,-,-
6,0.23,4.55,601558,1,退市锐电,1011394.0,303588.0,1.85,707806.0,4.31,-97179.0,-0.59,-914215.0,-5.56,1592552382,6.15,-,-,-
7,12.32,0.57,002518,0,科士达,999588.0,9270503.0,12.16,-8270915.0,-10.85,-1345098.0,-1.76,345509.0,0.45,1592551863,1.31,-,-,-
8,14.95,0.88,300554,0,三超新材,998204.0,8979.0,0.04,989225.0,4.01,-498745.0,-2.02,-499460.0,-2.02,1592551863,4.04,-,-,-
9,6.04,-0.17,600094,1,大名城,997664.0,7277584.0,6.02,-6279920.0,-5.19,-10723939.0,-8.86,9726277.0,8.04,1592552391,0.82,-,-,-
10,5.22,0.58,600681,1,百川能源,995606.0,-300501.0,-1.93,1296107.0,8.31,-1262931.0,-8.1,267325.0,1.71,1592552401,6.39,-,-,-
11,5.4,0.75,601949,1,中国出版,994019.0,330095.0,1.07,663924.0,2.16,-902095.0,-2.93,-91925.0,-0.3,1592552395,3.23,-,-,-
12,26.79,0.75,002861,0,瀛通通讯,991942.0,43647.0,0.1,948295.0,2.07,-181791.0,-0.4,-810152.0,-1.77,1592551863,2.17,-,-,-
13,20.49,0.05,603895,1,天永智能,991374.0,-891305.0,-3.98,1882679.0,8.41,-269254.0,-1.2,-722119.0,-3.23,1592552401,4.43,-,-,-
14,4.08,0.0,000516,0,国际医学,987404.0,4376487.0,11.45,-3389083.0,-8.87,-1715732.0,-4.49,728329.0,1.91,1592551863,2.58,-,-,-
15,25.98,-2.77,603396,1,金辰股份,984731.0,13010.0,0.02,971721.0,1.35,-4066847.0,-5.66,3082116.0,4.29,1592552381,1.37,-,-,-
16,13.37,1.91,002749,0,国光股份,978669.0,0.0,0.0,978669.0,2.51,376495.0,0.97,-1355165.0,-3.48,1592551863,2.51,-,-,-
17,18.13,0.72,300192,0,科斯伍德,977497.0,-1388516.0,-0.84,2366013.0,1.43,-721180.0,-0.44,-256317.0,-0.16,1592551863,0.59,-,-,-
18,17.24,-0.35,603218,1,日月股份,967796.0,2678299.0,3.39,-1710503.0,-2.17,-3743882.0,-4.74,2776084.0,3.51,1592552400,1.23,-,-,-
19,6.72,0.6,600692,1,亚通股份,966371.0,529300.0,1.61,437071.0,1.33,-320306.0,-0.97,-646065.0,-1.96,1592552395,2.94,-,-,-
20,8.14,0.62,300569,0,天能重工,953660.0,0.0,0.0,953660.0,2.76,-248480.0,-0.72,-705180.0,-2.04,1592551863,2.76,-,-,-
21,17.48,0.34,603535,1,嘉诚国际,952702.0,-59530.0,-0.3,1012232.0,5.03,-2032426.0,-10.1,1079724.0,5.37,1592552376,4.73,-,-,-
22,13.38,0.15,603789,1,星光农机,949452.0,0.0,0.0,949452.0,2.82,-479016.0,-1.42,-470434.0,-1.4,1592552385,2.82,-,-,-
23,4.39,0.23,300307,0,慈星股份,946294.0,0.0,0.0,946294.0,7.79,-126989.0,-1.05,-819305.0,-6.75,1592551863,7.79,-,-,-
24,13.34,0.76,603390,1,通达电气,943771.0,0.0,0.0,943771.0,2.69,-1222744.0,-3.49,278973.0,0.8,1592552394,2.69,-,-,-
25,4.82,0.84,300172,0,中电环保,935049.0,0.0,0.0,935049.0,8.82,-209474.0,-1.98,-725575.0,-6.85,1592551863,8.82,-,-,-
26,15.13,3.28,002745,0,木林森,929076.0,16882.0,0.0,912194.0,0.22,2102545.0,0.5,-3031621.0,-0.71,1592551863,0.22,-,-,-
27,8.09,0.0,300407,0,凯发电气,927365.0,0.0,0.0,927365.0,8.42,-811715.0,-7.37,-115649.0,-1.05,1592551863,8.42,-,-,-
28,15.2,-0.26,300428,0,四通新材,924403.0,-441380.0,-0.87,1365783.0,2.69,-2737223.0,-5.39,1812820.0,3.57,1592551863,1.82,-,-,-
29,25.33,1.36,603040,1,新坐标,921031.0,1296217.0,4.42,-375186.0,-1.28,2420971.0,8.26,-3342002.0,-11.4,1592552389,3.14,-,-,-
30,4.73,0.85,000701,0,厦门信达,918698.0,0.0,0.0,918698.0,3.01,105093.0,0.34,-1023791.0,-3.36,1592551863,3.01,-,-,-
31,13.52,-0.15,300371,0,汇中股份,916320.0,0.0,0.0,916320.0,5.66,323870.0,2.0,-1240190.0,-7.65,1592551863,5.66,-,-,-
32,13.63,-0.44,600148,1,长春一东,915821.0,0.0,0.0,915821.0,2.75,-2874723.0,-8.65,1958901.0,5.89,1592552400,2.75,-,-,-
33,3.44,-0.29,002652,0,扬子新材,912029.0,0.0,0.0,912029.0,14.82,-700238.0,-11.38,-211791.0,-3.44,1592551863,14.82,-,-,-
34,8.25,0.86,600054,1,黄山旅游,911139.0,170367.0,0.42,740772.0,1.84,2755891.0,6.85,-3667029.0,-9.12,1592552397,2.27,-,-,-
35,6.71,0.0,000402,0,金 融 街,909024.0,297883.0,0.6,611141.0,1.22,-2070797.0,-4.15,1161772.0,2.33,1592551863,1.82,-,-,-
36,5.0,0.2,600997,1,开滦股份,906184.0,-2024261.0,-3.8,2930445.0,5.5,-4877669.0,-9.16,3971487.0,7.46,1592552395,1.7,-,-,-
37,13.77,0.36,002875,0,安奈儿,904879.0,0.0,0.0,904879.0,4.45,258919.0,1.27,-1163797.0,-5.73,1592551863,4.45,-,-,-
38,10.8,0.65,603800,1,道森股份,901149.0,0.0,0.0,901149.0,10.96,-438177.0,-5.33,-462972.0,-5.63,1592552388,10.96,-,-,-
39,18.45,0.65,603897,1,长城科技,900742.0,1494771.0,3.97,-594029.0,-1.58,31342.0,0.08,-932084.0,-2.48,1592552403,2.39,-,-,-
40,16.29,0.12,300608,0,思特奇,898874.0,0.0,0.0,898874.0,4.47,959583.0,4.77,-1858456.0,-9.24,1592551863,4.47,-,-,-
41,8.2,1.99,200771,0,杭汽轮Ｂ,896445.0,0.0,0.0,896445.0,14.85,46373.0,0.77,-942818.0,-15.62,1592551863,14.85,-,-,-
42,55.0,-0.58,002940,0,昂利康,894973.0,-347693.0,-0.32,1242666.0,1.14,-1482875.0,-1.36,587902.0,0.54,1592551863,0.82,-,-,-
43,14.34,-0.9,603663,1,三祥新材,894120.0,0.0,0.0,894120.0,4.03,-1780778.0,-8.02,886657.0,3.99,1592552391,4.03,-,-,-
44,11.0,0.27,603680,1,今创集团,893561.0,0.0,0.0,893561.0,6.84,538088.0,4.12,-1431650.0,-10.96,1592552382,6.84,-,-,-
45,75.99,0.74,688088,1,虹软科技,889870.0,5088755.0,6.12,-4198885.0,-5.05,19526.0,0.02,-909395.0,-1.09,1592552397,1.07,-,-,-
46,19.23,0.37,603337,1,杰克股份,883616.0,0.0,0.0,883616.0,4.64,339001.0,1.78,-1222618.0,-6.43,1592552382,4.64,-,-,-
47,11.83,0.25,300268,0,佳沃股份,881442.0,305059.0,2.09,576383.0,3.96,-1253769.0,-8.6,372327.0,2.56,1592551863,6.05,-,-,-
48,5.97,0.51,600620,1,天宸股份,872795.0,0.0,0.0,872795.0,6.69,-361378.0,-2.77,-511417.0,-3.92,1592552379,6.69,-,-,-
49,3.94,0.25,002420,0,*ST毅昌,867289.0,0.0,0.0,867289.0,11.94,-1404785.0,-19.34,537496.0,7.4,1592551863,11.94,-,-,-
0,19.93,0.81,300321,0,同大股份,867079.0,0.0,0.0,867079.0,3.92,-2415135.0,-10.91,1548056.0,6.99,1592551863,3.92,-,-,-
1,5.69,4.98,000408,0,*ST藏格,861084.0,-2819914.0,-7.73,3680998.0,10.09,2108002.0,5.78,-2969086.0,-8.14,1592551863,2.36,-,-,-
2,17.43,0.4,002362,0,汉王科技,857422.0,883263.0,1.13,-25841.0,-0.03,2903459.0,3.72,-3760881.0,-4.82,1592551863,1.1,-,-,-
3,3.16,0.96,600370,1,三房巷,852709.0,0.0,0.0,852709.0,4.32,719694.0,3.64,-1572403.0,-7.96,1592552377,4.32,-,-,-
4,5.39,0.19,002488,0,金固股份,848789.0,0.0,0.0,848789.0,2.77,-1743505.0,-5.68,894716.0,2.92,1592551863,2.77,-,-,-
5,12.28,0.33,300535,0,达威股份,842710.0,0.0,0.0,842710.0,9.96,-309333.0,-3.66,-533378.0,-6.31,1592551863,9.96,-,-,-
6,7.93,-0.25,600272,1,开开实业,841520.0,0.0,0.0,841520.0,4.5,158862.0,0.85,-1000381.0,-5.35,1592552395,4.5,-,-,-
7,8.55,5.3,002753,0,永东股份,838351.0,0.0,0.0,838351.0,2.63,-914616.0,-2.87,76265.0,0.24,1592551863,2.63,-,-,-
8,8.31,-0.48,300095,0,华伍股份,838142.0,-1081197.0,-2.01,1919339.0,3.57,1234771.0,2.3,-2072913.0,-3.85,1592551863,1.56,-,-,-
9,6.97,0.14,000930,0,中粮科技,826605.0,1016225.0,1.74,-189620.0,-0.32,-3430418.0,-5.87,2603812.0,4.45,1592551863,1.41,-,-,-
10,2.86,0.0,600139,1,西部资源,820764.0,0.0,0.0,820764.0,4.79,-1727257.0,-10.07,906494.0,5.29,1592552388,4.79,-,-,-
11,21.48,0.61,300678,0,中科信息,819201.0,2590042.0,5.47,-1770841.0,-3.74,-1112370.0,-2.35,293168.0,0.62,1592551863,1.73,-,-,-
12,7.39,0.54,600021,1,上海电力,812910.0,1349969.0,3.15,-537059.0,-1.25,-1652966.0,-3.85,840056.0,1.96,1592552393,1.9,-,-,-
13,3.4,0.89,002482,0,广田集团,804391.0,0.0,0.0,804391.0,4.2,608362.0,3.18,-1412752.0,-7.38,1592551863,4.2,-,-,-
14,5.32,0.0,002278,0,神开股份,803845.0,0.0,0.0,803845.0,5.03,71443.0,0.45,-875287.0,-5.48,1592551863,5.03,-,-,-
15,6.4,-0.31,002114,0,罗平锌电,800259.0,131840.0,1.3,668419.0,6.6,-595228.0,-5.88,-205031.0,-2.02,1592551863,7.9,-,-,-
16,9.89,-0.3,300509,0,新美星,795334.0,0.0,0.0,795334.0,6.4,-883129.0,-7.11,87794.0,0.71,1592551863,6.4,-,-,-
17,9.53,0.53,600064,1,南京高科,781682.0,-1039806.0,-1.4,1821488.0,2.45,4060758.0,5.45,-4842440.0,-6.5,1592552391,1.05,-,-,-
18,5.39,-0.55,600466,1,蓝光发展,776806.0,-887518.0,-0.43,1664324.0,0.8,-6922144.0,-3.33,6145338.0,2.95,1592552403,0.37,-,-,-
19,34.17,-0.06,002008,0,大族激光,773645.0,5298068.0,0.7,-4524423.0,-0.6,694640.0,0.09,-1468282.0,-0.19,1592551863,0.1,-,-,-
20,15.27,0.53,603268,1,松发股份,771985.0,0.0,0.0,771985.0,4.74,-1239084.0,-7.61,467098.0,2.87,1592552377,4.74,-,-,-
21,5.67,1.07,600250,1,南纺股份,771211.0,0.0,0.0,771211.0,5.1,41246.0,0.27,-812457.0,-5.37,1592552388,5.1,-,-,-
22,8.51,43.99,300824,0,N北鼎,768300.0,343591.0,20.8,424709.0,25.71,110630.0,6.7,-878930.0,-53.2,1592551863,46.5,-,-,-
23,22.84,1.56,603016,1,新宏泰,766769.0,0.0,0.0,766769.0,4.2,-354438.0,-1.94,-412331.0,-2.26,1592552383,4.2,-,-,-
24,2.99,0.0,600190,1,锦州港,764536.0,0.0,0.0,764536.0,3.16,-9366.0,-0.04,-755170.0,-3.12,1592552379,3.16,-,-,-
25,2.2,2.8,002586,0,*ST围海,760219.0,233602.0,2.16,526617.0,4.86,1214715.0,11.21,-1974935.0,-18.22,1592551863,7.01,-,-,-
26,4.97,0.0,600836,1,*ST界龙,760059.0,0.0,0.0,760059.0,5.36,-832244.0,-5.87,72186.0,0.51,1592552389,5.36,-,-,-
27,8.49,-0.12,002128,0,露天煤业,759978.0,1867258.0,1.07,-1107280.0,-0.64,-3312434.0,-1.9,2552456.0,1.46,1592551863,0.44,-,-,-
28,75.95,0.28,603719,1,XD良品铺,757661.0,-237968.0,-0.17,995629.0,0.7,-1557137.0,-1.1,799474.0,0.57,1592552388,0.54,-,-,-
29,13.66,-0.22,603637,1,镇海股份,755029.0,0.0,0.0,755029.0,9.71,-571256.0,-7.35,-183773.0,-2.36,1592552387,9.71,-,-,-
30,8.92,-0.22,600528,1,中铁工业,754597.0,-1078744.0,-2.28,1833341.0,3.87,-3647586.0,-7.7,2892989.0,6.11,1592552389,1.59,-,-,-
31,18.2,0.5,000025,0,特  力Ａ,753028.0,-1111282.0,-1.33,1864310.0,2.23,-2676685.0,-3.2,1923657.0,2.3,1592551863,0.9,-,-,-
32,14.18,2.68,002227,0,奥 特 迅,750223.0,0.0,0.0,750223.0,0.93,-649325.0,-0.8,-100897.0,-0.13,1592551863,0.93,-,-,-
33,2.49,-0.4,300247,0,融捷健康,750056.0,1502387.0,9.16,-752331.0,-4.59,-2350083.0,-14.33,1600028.0,9.76,1592551863,4.57,-,-,-
34,5.23,1.16,000720,0,新能泰山,747051.0,0.0,0.0,747051.0,5.02,8600.0,0.06,-755650.0,-5.08,1592551863,5.02,-,-,-
35,3.6,0.56,300337,0,银邦股份,744118.0,0.0,0.0,744118.0,2.24,-487784.0,-1.47,-256335.0,-0.77,1592551863,2.24,-,-,-
36,8.52,-0.7,000961,0,中南建设,742733.0,-9395110.0,-3.34,10137843.0,3.6,11702776.0,4.16,-12445509.0,-4.42,1592551863,0.26,-,-,-
37,22.2,1.37,002896,0,中大力德,742107.0,0.0,0.0,742107.0,2.72,73294.0,0.27,-815401.0,-2.98,1592551863,2.72,-,-,-
38,6.71,-0.45,002787,0,华源控股,738932.0,0.0,0.0,738932.0,6.12,-1697351.0,-14.06,958420.0,7.94,1592551863,6.12,-,-,-
39,3.04,0.33,002431,0,棕榈股份,735377.0,-1166600.0,-1.97,1901977.0,3.2,287115.0,0.48,-1022491.0,-1.72,1592551863,1.24,-,-,-
40,20.14,0.3,002870,0,香山股份,732792.0,0.0,0.0,732792.0,6.09,-1120487.0,-9.31,387695.0,3.22,1592551863,6.09,-,-,-
41,10.5,0.48,002376,0,新北洋,732300.0,1120016.0,2.02,-387716.0,-0.7,-2344444.0,-4.22,1612144.0,2.9,1592551863,1.32,-,-,-
42,5.1,0.79,002026,0,山东威达,730089.0,0.0,0.0,730089.0,4.31,-782105.0,-4.62,52017.0,0.31,1592551863,4.31,-,-,-
43,22.41,0.49,300161,0,华中数控,717460.0,906849.0,1.26,-189389.0,-0.26,-1298317.0,-1.8,580858.0,0.8,1592551863,0.99,-,-,-
44,15.45,1.78,600137,1,浪莎股份,717156.0,0.0,0.0,717156.0,2.71,-446007.0,-1.68,-271150.0,-1.02,1592552380,2.71,-,-,-
45,5.04,-0.2,300376,0,易事特,706620.0,-240413.0,-0.41,947033.0,1.6,-6238594.0,-10.56,5531975.0,9.36,1592551863,1.2,-,-,-
46,5.97,-0.33,300018,0,中元股份,704349.0,4590609.0,5.99,-3886260.0,-5.07,-856893.0,-1.12,152542.0,0.2,1592551863,0.92,-,-,-
47,6.33,-0.47,002040,0,南 京 港,701805.0,0.0,0.0,701805.0,2.01,-2938563.0,-8.4,2236758.0,6.4,1592551863,2.01,-,-,-
48,3.9,0.52,300027,0,华谊兄弟,691121.0,-354546.0,-0.48,1045667.0,1.42,5595129.0,7.58,-6286249.0,-8.52,1592551863,0.94,-,-,-
49,10.48,0.38,603668,1,天马科技,687400.0,118302.0,0.12,569098.0,0.57,2253639.0,2.25,-2941040.0,-2.93,1592552404,0.69,-,-,-
0,14.31,1.13,300703,0,创源文化,687215.0,-307829.0,-0.29,995044.0,0.95,6818039.0,6.52,-7505256.0,-7.18,1592551863,0.66,-,-,-
1,8.7,1.52,600749,1,西藏旅游,680599.0,0.0,0.0,680599.0,3.36,317461.0,1.57,-998059.0,-4.92,1592552400,3.36,-,-,-
2,35.39,6.28,002242,0,九阳股份,678012.0,5603851.0,2.3,-4925839.0,-2.02,7935248.0,3.26,-8613259.0,-3.54,1592551863,0.28,-,-,-
3,29.39,1.24,300755,0,华致酒行,675127.0,-5800703.0,-2.06,6475830.0,2.3,-2487096.0,-0.88,1811970.0,0.64,1592551863,0.24,-,-,-
4,3.47,0.58,000822,0,山东海化,662820.0,0.0,0.0,662820.0,4.56,-106324.0,-0.73,-556497.0,-3.83,1592551863,4.56,-,-,-
5,13.53,0.59,601808,1,中海油服,658821.0,-2889027.0,-1.92,3547848.0,2.36,-711345.0,-0.47,52523.0,0.03,1592552403,0.44,-,-,-
6,7.98,0.88,300121,0,阳谷华泰,658172.0,2623997.0,6.2,-1965825.0,-4.64,-3255437.0,-7.69,2597264.0,6.13,1592551863,1.55,-,-,-
7,4.27,0.71,600011,1,华能国际,654401.0,-2151855.0,-1.87,2806256.0,2.44,5493580.0,4.78,-6147981.0,-5.35,1592552379,0.57,-,-,-
8,13.4,0.45,603121,1,华培动力,652608.0,0.0,0.0,652608.0,1.49,-3401201.0,-7.75,2748592.0,6.26,1592552404,1.49,-,-,-
9,5.64,0.0,002309,0,中利集团,651209.0,0.0,0.0,651209.0,2.82,-642645.0,-2.78,-8563.0,-0.04,1592551863,2.82,-,-,-
10,2.24,-0.44,600187,1,国中水务,650332.0,-410144.0,-2.02,1060476.0,5.23,321993.0,1.59,-972324.0,-4.79,1592552392,3.2,-,-,-
11,3.51,0.29,600067,1,冠城大通,648631.0,0.0,0.0,648631.0,6.34,500537.0,4.89,-1149169.0,-11.24,1592552395,6.34,-,-,-
12,6.37,0.0,000962,0,东方钽业,647728.0,217260.0,1.52,430468.0,3.01,-1108563.0,-7.74,460835.0,3.22,1592551863,4.52,-,-,-
13,10.28,0.1,600826,1,兰生股份,641889.0,0.0,0.0,641889.0,6.09,92807.0,0.88,-734696.0,-6.97,1592552392,6.09,-,-,-
14,3.78,0.0,000862,0,银星能源,641090.0,546750.0,1.6,94340.0,0.28,-2834331.0,-8.29,2193242.0,6.41,1592551863,1.87,-,-,-
15,22.5,0.9,000818,0,航锦科技,641070.0,-8330673.0,-3.31,8971743.0,3.57,-1832662.0,-0.73,1191591.0,0.47,1592551863,0.25,-,-,-
16,6.77,0.89,001965,0,招商公路,635693.0,0.0,0.0,635693.0,3.03,-224349.0,-1.07,-411344.0,-1.96,1592551863,3.03,-,-,-
17,23.86,-0.83,002935,0,天奥电子,633565.0,-1825029.0,-2.73,2458594.0,3.68,-3236147.0,-4.85,2602582.0,3.9,1592551863,0.95,-,-,-
18,13.36,0.75,603726,1,朗迪集团,632815.0,0.0,0.0,632815.0,2.08,-93728.0,-0.31,-539088.0,-1.77,1592552385,2.08,-,-,-
19,22.95,0.66,002943,0,宇晶股份,626195.0,2442620.0,4.57,-1816425.0,-3.4,-1812873.0,-3.39,1186677.0,2.22,1592551863,1.17,-,-,-
20,10.81,-0.55,300514,0,友讯达,624949.0,0.0,0.0,624949.0,3.56,-76412.0,-0.43,-548537.0,-3.12,1592551863,3.56,-,-,-
21,9.46,-0.21,300446,0,乐凯新材,624562.0,0.0,0.0,624562.0,1.79,194205.0,0.56,-818768.0,-2.34,1592551863,1.79,-,-,-
22,5.59,0.18,000523,0,广州浪奇,622709.0,230832.0,0.8,391877.0,1.35,-1940512.0,-6.7,1317803.0,4.55,1592551863,2.15,-,-,-
23,3.51,0.29,002542,0,中化岩土,618209.0,0.0,0.0,618209.0,4.77,-1211584.0,-9.35,593375.0,4.58,1592551863,4.77,-,-,-
24,1.6,-0.62,000669,0,*ST金鸿,608300.0,0.0,0.0,608300.0,11.19,-401687.0,-7.39,-206612.0,-3.8,1592551863,11.19,-,-,-
25,2.04,0.49,600652,1,ST游久,607909.0,0.0,0.0,607909.0,7.77,-181635.0,-2.32,-426274.0,-5.45,1592552400,7.77,-,-,-
26,3.14,0.64,601992,1,金隅集团,607459.0,2700943.0,4.4,-2093484.0,-3.41,105635.0,0.17,-713093.0,-1.16,1592552379,0.99,-,-,-
27,4.33,1.41,002703,0,浙江世宝,600425.0,0.0,0.0,600425.0,5.17,1269645.0,10.92,-1870071.0,-16.09,1592551863,5.17,-,-,-
28,5.31,0.38,002098,0,浔兴股份,600417.0,82368.0,0.84,518049.0,5.31,144056.0,1.48,-744473.0,-7.63,1592551863,6.15,-,-,-
29,16.02,1.2,002048,0,宁波华翔,600197.0,-3146144.0,-1.19,3746341.0,1.42,-4972881.0,-1.88,4372684.0,1.65,1592551863,0.23,-,-,-
30,5.15,0.59,000031,0,大悦城,598120.0,-565948.0,-1.08,1164068.0,2.23,-2024406.0,-3.87,1426286.0,2.73,1592551863,1.14,-,-,-
31,12.22,0.08,300713,0,英可瑞,593917.0,0.0,0.0,593917.0,5.06,-1056028.0,-9.0,462111.0,3.94,1592551863,5.06,-,-,-
32,15.88,3.79,603919,1,金徽酒,593389.0,6477370.0,2.72,-5883981.0,-2.47,262811.0,0.11,-856200.0,-0.36,1592552377,0.25,-,-,-
33,10.05,0.1,603357,1,设计总院,588613.0,0.0,0.0,588613.0,3.46,-953082.0,-5.6,364469.0,2.14,1592552389,3.46,-,-,-
34,0.94,1.08,600856,1,*ST中天,584641.0,0.0,0.0,584641.0,8.8,-130617.0,-1.97,-454024.0,-6.84,1592552385,8.8,-,-,-
35,1.6,0.0,600666,1,ST瑞德,583829.0,0.0,0.0,583829.0,8.15,-1127389.0,-15.73,543560.0,7.58,1592552376,8.15,-,-,-
36,4.08,0.25,300105,0,龙源技术,581728.0,0.0,0.0,581728.0,7.49,-825302.0,-10.63,243574.0,3.14,1592551863,7.49,-,-,-
37,8.85,0.0,600388,1,龙净环保,580795.0,0.0,0.0,580795.0,1.64,-2014397.0,-5.69,1433603.0,4.05,1592552400,1.64,-,-,-
38,7.51,0.67,000537,0,广宇发展,578131.0,-829401.0,-1.6,1407532.0,2.72,-710401.0,-1.37,132270.0,0.26,1592551863,1.12,-,-,-
39,3.85,0.79,300304,0,云意电气,576007.0,0.0,0.0,576007.0,2.11,-104211.0,-0.38,-471796.0,-1.73,1592551863,2.11,-,-,-
40,9.19,-0.22,601858,1,中国科传,574817.0,679513.0,2.81,-104696.0,-0.43,1680426.0,6.96,-2255245.0,-9.34,1592552389,2.38,-,-,-
41,5.3,0.76,002580,0,圣阳股份,572494.0,0.0,0.0,572494.0,3.96,-379660.0,-2.63,-192834.0,-1.33,1592551863,3.96,-,-,-
42,17.55,0.52,300442,0,普丽盛,568566.0,-1026060.0,-7.85,1594626.0,12.2,50933.0,0.39,-619500.0,-4.74,1592551863,4.35,-,-,-
43,8.95,0.79,002088,0,鲁阳节能,566988.0,0.0,0.0,566988.0,4.93,-90265.0,-0.79,-476724.0,-4.15,1592551863,4.93,-,-,-
44,4.94,0.2,600693,1,东百集团,561707.0,0.0,0.0,561707.0,1.74,-1943419.0,-6.0,1381713.0,4.27,1592552382,1.74,-,-,-
45,14.99,0.6,603221,1,爱丽家居,559907.0,0.0,0.0,559907.0,0.91,-2101798.0,-3.4,1541891.0,2.5,1592552385,0.91,-,-,-
46,11.17,10.05,605166,1,聚合顺,556210.0,0.0,0.0,556210.0,51.28,321036.0,29.6,-877247.0,-80.87,1592552404,51.28,-,-,-
47,26.78,0.19,300564,0,筑博设计,554051.0,267378.0,1.65,286673.0,1.77,-1476073.0,-9.13,922022.0,5.71,1592551863,3.43,-,-,-
48,24.03,0.97,300508,0,维宏股份,549920.0,0.0,0.0,549920.0,5.31,1176248.0,11.35,-1726168.0,-16.66,1592551863,5.31,-,-,-
49,18.97,0.11,300779,0,惠城环保,540431.0,9485.0,0.06,530946.0,3.3,-1179861.0,-7.34,639431.0,3.98,1592551863,3.36,-,-,-
0,11.47,5.13,603223,1,恒通股份,540197.0,-1006123.0,-1.99,1546320.0,3.05,-2886555.0,-5.7,2346359.0,4.63,1592552400,1.07,-,-,-
